0.0.0.0	0.0.0.0	4l
165.78.0.0	165.78.*.*	加拿大
165.79.0.0	165.83.*.*	美国
165.84.0.0	165.84.*.*	新西兰
165.85.0.0	165.85.*.*	美国
165.86.0.0	165.86.*.*	澳大利亚
165.87.0.0	165.89.*.*	美国
165.90.0.0	165.90.*.*	北美地区
165.91.0.0	165.92.*.*	美国
165.93.0.0	165.93.*.*	日本
165.94.0.0	165.95.*.*	美国
165.96.0.0	165.96.*.*	日本
165.97.0.0	165.97.*.*	美国
165.98.0.0	165.98.*.*	尼加拉瓜
165.99.0.0	165.102.*.*	日本
165.103.0.0	165.107.*.*	美国
165.108.0.0	165.108.*.*	日本
165.109.0.0	165.113.*.*	美国
165.114.0.0	165.114.*.*	荷兰
165.115.0.0	165.115.*.*	加拿大
165.116.0.0	165.117.*.*	美国
165.118.0.0	165.118.*.*	澳大利亚
165.119.0.0	165.131.*.*	美国
165.132.0.0	165.133.*.*	韩国
165.134.0.0	165.140.*.*	美国
165.141.0.0	165.141.*.*	韩国
165.142.0.0	165.142.*.*	澳大利亚
165.143.0.0	165.149.*.*	南非
165.150.0.0	165.153.*.*	美国
165.154.0.0	165.154.*.*	加拿大
165.155.0.0	165.164.*.*	美国
165.165.0.0	165.165.*.*	南非
165.166.0.0	165.168.*.*	美国
165.169.0.0	165.169.*.*	北美地区
165.170.0.0	165.177.*.*	美国
165.178.0.0	165.178.*.*	加拿大
165.179.0.0	165.179.*.*	美国
165.180.0.0	165.180.*.*	南非
165.181.0.0	165.181.*.*	美国
165.182.0.0	165.183.*.*	智利
165.184.0.0	165.184.*.*	美国
165.185.0.0	165.185.*.*	加拿大
165.186.0.0	165.186.*.*	韩国
165.187.0.0	165.187.*.*	澳大利亚
165.188.0.0	165.190.*.*	美国
165.191.0.0	165.191.*.*	澳大利亚
165.192.0.0	165.193.*.*	美国
165.194.0.0	165.194.*.*	韩国
165.195.0.0	165.201.*.*	美国
165.202.0.0	165.202.*.*	香港
165.203.0.0	165.204.*.*	美国
165.205.0.0	165.205.*.*	新西兰
165.206.0.0	165.208.*.*	美国
165.209.0.0	165.209.*.*	泰国
165.210.0.0	165.211.*.*	北美地区
165.212.0.0	165.212.*.*	美国
165.213.0.0	165.213.*.*	韩国
165.214.0.0	165.217.*.*	美国
165.218.0.0	165.218.*.*	欧洲
165.219.0.0	165.219.*.*	美国
165.220.0.0	165.220.*.*	菲律宾
165.221.0.0	165.221.*.*	美国
165.222.0.0	165.222.*.*	欧洲
165.223.0.0	165.227.*.*	美国
165.228.0.0	165.228.*.*	澳大利亚
165.229.0.0	165.229.*.*	韩国
165.230.0.0	165.230.*.*	美国
165.231.0.0	165.231.*.*	南非
165.232.0.0	165.232.*.*	美国
165.233.0.0	165.233.*.*	南非
165.234.0.0	165.239.*.*	美国
165.240.0.0	165.240.*.*	澳大利亚
165.241.0.0	165.242.*.*	日本
165.243.0.0	165.244.*.*	韩国
165.245.0.0	165.245.*.*	美国
165.246.0.0	165.246.*.*	韩国
165.247.0.0	165.254.*.*	美国
165.*.0.0	166.1.*.*	北美地区
166.2.0.0	166.7.*.*	美国
166.8.0.0	166.15.*.*	欧洲
166.16.0.0	166.47.*.*	美国
166.48.0.0	166.48.*.*	北美地区
166.49.0.0	166.49.127.*	美国
166.49.128.0	166.49.*.*	欧洲
166.50.0.0	166.61.*.*	美国
166.62.0.0	166.63.127.*	北美地区
166.63.128.0	166.63.223.*	美国
166.63.224.0	166.63.*.*	北美地区
166.64.0.0	166.64.*.*	澳大利亚
166.65.0.0	166.65.*.*	新西兰
166.66.0.0	166.74.*.*	美国
166.75.0.0	166.75.*.*	智利
166.76.0.0	166.77.*.*	美国
166.78.0.0	166.78.*.*	北美地区
166.79.0.0	166.79.*.*	韩国
166.80.0.0	166.80.*.*	美国
166.81.0.0	166.81.*.*	香港
166.82.0.0	166.82.*.*	美国
166.83.0.0	166.83.*.*	新西兰
166.84.0.0	166.84.*.*	美国
166.85.0.0	166.85.*.*	南非
166.86.0.0	166.86.*.*	美国
166.87.0.0	166.87.*.*	欧洲
166.88.0.0	166.88.*.*	北美地区
166.89.0.0	166.99.*.*	美国
166.100.0.0	166.100.*.*	日本
166.101.0.0	166.102.*.*	美国
166.103.0.0	166.104.*.*	韩国
166.105.0.0	166.105.*.*	美国
166.106.0.0	166.106.*.*	新西兰
166.107.0.0	166.109.*.*	美国
166.110.0.0	166.110.*.*	智利
166.111.0.0	166.111.127.*	清华大学
166.111.128.0	166.111.137.*	清华大学学生宿舍
166.111.138.0	166.111.138.*	清华大学
166.111.139.0	166.111.142.*	清华大学学生宿舍
166.111.143.0	166.111.143.*	清华大学
166.111.144.0	166.111.157.*	清华大学学生宿舍
166.111.158.0	166.111.159.*	清华大学
166.111.160.0	166.111.167.*	清华大学学生宿舍
166.111.168.0	166.111.169.*	清华大学
166.111.170.0	166.111.181.*	清华大学学生宿舍
166.111.182.0	166.111.183.*	清华大学
166.111.184.0	166.111.189.*	清华大学学生宿舍
166.111.190.0	166.111.195.*	清华大学
166.111.196.0	166.111.196.122	清华大学学生宿舍
166.111.196.123	166.111.196.123	清华大学
166.111.196.124	166.111.196.*	清华大学学生宿舍
166.111.197.0	166.111.*.*	清华大学
166.112.0.0	166.113.*.*	美国
166.114.0.0	166.114.*.*	玻利维亚
166.115.0.0	166.117.*.*	美国
166.118.0.0	166.119.*.*	日本
166.120.0.0	166.120.*.*	澳大利亚
166.121.0.0	166.121.*.*	新加坡
166.122.0.0	166.124.*.*	美国
166.125.0.0	166.125.*.*	韩国
166.126.0.0	166.*.*.*	美国
167.0.0.0	167.0.*.*	北美地区
167.1.0.0	167.1.*.*	美国
167.2.0.0	167.2.*.*	Unknown
167.3.0.0	167.10.*.*	美国
167.11.0.0	167.11.*.*	加拿大
167.12.0.0	167.16.*.*	美国
167.17.0.0	167.17.*.*	加拿大
167.18.0.0	167.27.*.*	美国
167.28.0.0	167.28.*.*	智利
167.29.0.0	167.29.*.*	美国
167.30.0.0	167.30.*.*	澳大利亚
167.31.0.0	167.31.*.*	美国
167.32.0.0	167.55.*.*	加拿大
167.56.0.0	167.63.*.*	北美地区
167.64.0.0	167.73.*.*	美国
167.74.0.0	167.74.*.*	加拿大
167.75.0.0	167.80.*.*	美国
167.81.0.0	167.81.*.*	欧洲
167.82.0.0	167.91.*.*	美国
167.92.0.0	167.92.*.*	加拿大
167.93.0.0	167.102.*.*	美国
167.103.0.0	167.103.*.*	澳大利亚
167.104.0.0	167.107.*.*	美国
167.108.0.0	167.108.*.*	北美地区
167.109.0.0	167.110.*.*	美国
167.111.0.0	167.111.*.*	欧洲
167.112.0.0	167.115.*.*	美国
167.116.0.0	167.116.*.*	北美地区
167.117.0.0	167.122.*.*	美国
167.123.0.0	167.123.*.*	澳大利亚
167.124.0.0	167.124.*.*	美国
167.125.0.0	167.125.*.*	加拿大
167.126.0.0	167.128.*.*	美国
167.129.0.0	167.129.*.*	加拿大
167.130.0.0	167.130.*.*	澳大利亚
167.131.0.0	167.133.*.*	美国
167.134.0.0	167.134.*.*	委内瑞拉
167.135.0.0	167.138.*.*	美国
167.139.0.0	167.139.*.*	上海市
167.140.0.0	167.148.*.*	美国
167.149.0.0	167.149.*.*	瑞士
167.150.0.0	167.156.*.*	美国
167.157.0.0	167.157.*.*	玻利维亚
167.158.0.0	167.161.*.*	美国
167.162.0.0	167.162.*.*	澳大利亚
167.163.0.0	167.167.*.*	美国
167.168.0.0	167.168.*.*	欧洲
167.169.0.0	167.169.*.*	日本
167.170.0.0	167.171.*.*	美国
167.172.0.0	167.172.*.*	欧洲
167.173.0.0	167.174.*.*	美国
167.175.0.0	167.175.*.*	日本
167.176.0.0	167.178.*.*	美国
167.179.0.0	167.179.*.*	新西兰
167.180.0.0	167.188.*.*	美国
167.189.0.0	167.189.*.*	澳大利亚
167.190.0.0	167.202.*.*	美国
167.203.0.0	167.203.*.*	欧洲
167.204.0.0	167.204.*.*	美国
167.205.0.0	167.205.*.*	印度尼西亚
167.206.0.0	167.226.*.*	美国
167.227.0.0	167.227.*.*	加拿大
167.228.0.0	167.248.*.*	美国
167.249.0.0	167.250.*.*	北美地区
167.251.0.0	167.251.*.*	美国
167.252.0.0	167.252.*.*	阿根廷
167.253.0.0	167.*.*.*	美国
168.0.0.0	168.0.*.*	北美地区
168.1.0.0	168.1.*.*	欧洲
168.2.0.0	168.69.*.*	美国
168.70.0.0	168.70.*.*	香港
168.71.0.0	168.75.*.*	美国
168.76.0.0	168.76.*.*	南非
168.77.0.0	168.77.*.*	巴拿马
168.78.0.0	168.78.*.*	韩国
168.79.0.0	168.79.*.*	日本
168.80.0.0	168.81.*.*	南非
168.82.0.0	168.82.*.*	美国
168.83.0.0	168.83.*.*	阿根廷
168.84.0.0	168.88.*.*	美国
168.89.0.0	168.89.*.*	南非
168.90.0.0	168.90.*.*	北美地区
168.91.0.0	168.94.*.*	美国
168.95.0.0	168.95.9.*	台湾省
168.95.10.0	168.95.199.*	台湾省台北市
168.95.200.0	168.95.*.*	台湾省
168.96.0.0	168.96.*.*	阿根廷
168.97.0.0	168.100.*.*	美国
168.101.0.0	168.101.*.*	阿根廷
168.102.0.0	168.105.*.*	美国
168.106.0.0	168.106.*.*	香港
168.107.0.0	168.114.*.*	美国
168.115.0.0	168.115.*.*	韩国
168.116.0.0	168.119.*.*	美国
168.120.0.0	168.120.*.*	泰国
168.121.0.0	168.121.*.*	北美地区
168.122.0.0	168.122.*.*	美国
168.123.0.0	168.123.*.*	关岛
168.124.0.0	168.125.*.*	美国
168.126.0.0	168.126.*.*	韩国
168.127.0.0	168.127.*.*	美国
168.128.0.0	168.128.*.*	南非
168.129.0.0	168.129.*.*	美国
168.130.0.0	168.130.*.*	澳大利亚
168.131.0.0	168.131.*.*	韩国
168.132.0.0	168.132.*.*	澳大利亚
168.133.0.0	168.133.*.*	美国
168.134.0.0	168.134.*.*	澳大利亚
168.135.0.0	168.138.*.*	美国
168.139.0.0	168.139.*.*	欧洲
168.140.0.0	168.140.*.*	澳大利亚
168.141.0.0	168.141.*.*	美国
168.142.0.0	168.142.*.*	南非
168.143.0.0	168.143.*.*	美国
168.144.0.0	168.144.*.*	加拿大
168.145.0.0	168.151.*.*	美国
168.152.0.0	168.153.*.*	澳大利亚
168.154.0.0	168.154.*.*	韩国
168.155.0.0	168.155.*.*	南非
168.156.0.0	168.159.*.*	美国
168.160.0.0	168.160.120.*	中国
168.160.121.0	168.160.122.*	辽宁省
168.160.123.0	168.160.151.*	中国
168.160.152.0	168.160.152.*	山东省
168.160.153.0	168.160.223.*	中国
168.160.224.0	168.160.235.*	北京市
168.160.236.0	168.160.236.*	北京市海淀区
168.160.237.0	168.160.*.*	北京市
168.161.0.0	168.162.*.*	美国
168.163.0.0	168.163.*.*	瑞士
168.164.0.0	168.164.*.*	南非
168.165.0.0	168.165.*.*	墨西哥
168.166.0.0	168.166.*.*	美国
168.167.0.0	168.167.*.*	博茨瓦纳
168.168.0.0	168.171.*.*	美国
168.172.0.0	168.172.*.*	南非
168.173.0.0	168.175.*.*	美国
168.176.0.0	168.176.*.*	哥伦比亚
168.177.0.0	168.180.*.*	美国
168.181.0.0	168.181.*.*	北美地区
168.182.0.0	168.185.*.*	美国
168.186.0.0	168.186.*.*	澳大利亚
168.187.0.0	168.187.*.*	欧洲
168.188.0.0	168.188.*.*	韩国
168.189.0.0	168.193.*.*	美国
168.194.0.0	168.197.*.*	北美地区
168.198.0.0	168.198.*.*	澳大利亚
168.199.0.0	168.201.*.*	美国
168.202.0.0	168.202.*.*	意大利
168.203.0.0	168.204.*.*	美国
168.205.0.0	168.205.*.*	北美地区
168.206.0.0	168.206.*.*	南非
168.207.0.0	168.208.*.*	美国
168.209.0.0	168.210.*.*	南非
168.211.0.0	168.211.*.*	北美地区
168.212.0.0	168.216.*.*	美国
168.217.0.0	168.217.*.*	澳大利亚
168.218.0.0	168.218.*.*	美国
168.219.0.0	168.219.*.*	韩国
168.220.0.0	168.225.*.*	美国
168.226.0.0	168.226.*.*	阿根廷
168.227.0.0	168.228.*.*	北美地区
168.229.0.0	168.230.*.*	美国
168.231.0.0	168.231.*.*	智利
168.232.0.0	168.232.*.*	北美地区
168.233.0.0	168.233.*.*	美国
168.234.0.0	168.234.*.*	危地马拉
168.235.0.0	168.235.63.*	美国
168.235.64.0	168.235.*.*	北美地区
168.236.0.0	168.242.*.*	美国
168.243.0.0	168.243.*.*	萨尔瓦多
168.244.0.0	168.247.*.*	美国
168.248.0.0	168.249.*.*	韩国
168.250.0.0	168.251.*.*	美国
168.252.0.0	168.252.*.*	澳大利亚
168.253.0.0	168.253.*.*	北美地区
168.254.0.0	168.254.*.*	美国
168.*.0.0	168.*.*.*	墨西哥
169.0.0.0	169.1.*.*	北美地区
169.2.0.0	169.31.*.*	美国
169.32.0.0	169.61.*.*	欧洲
169.62.0.0	169.62.*.*	瑞士
169.63.0.0	169.63.*.*	欧洲
169.64.0.0	169.128.*.*	美国
169.129.0.0	169.129.*.*	南非
169.130.0.0	169.139.*.*	美国
169.140.0.0	169.140.*.*	韩国
169.141.0.0	169.157.*.*	美国
169.158.0.0	169.158.*.*	古巴
169.159.0.0	169.159.*.*	北美地区
169.160.0.0	169.197.63.*	美国
169.197.64.0	169.197.*.*	北美地区
169.198.0.0	169.200.*.*	美国
169.201.0.0	169.201.*.*	澳大利亚
169.202.0.0	169.202.*.*	南非
169.203.0.0	169.207.*.*	美国
169.208.0.0	169.223.*.*	澳大利亚
169.224.0.0	169.238.*.*	美国
169.239.0.0	169.239.*.*	北美地区
169.240.0.0	169.253.*.*	美国
169.254.0.0	169.254.*.*	IANA保留地址
169.*.0.0	169.*.*.*	北美地区
170.0.0.0	170.17.*.*	美国
170.18.0.0	170.18.*.*	智利
170.19.0.0	170.24.*.*	美国
170.25.0.0	170.25.*.*	墨西哥
170.26.0.0	170.37.*.*	美国
170.38.0.0	170.38.*.*	马来西亚
170.39.0.0	170.39.*.*	北美地区
170.40.0.0	170.50.*.*	美国
170.51.0.0	170.51.*.*	阿根廷
170.52.0.0	170.59.*.*	美国
170.60.0.0	170.60.*.*	瑞士
170.61.0.0	170.65.*.*	美国
170.66.0.0	170.66.*.*	巴西
170.67.0.0	170.69.*.*	美国
170.70.0.0	170.70.*.*	墨西哥
170.71.0.0	170.75.127.*	美国
170.75.128.0	170.75.*.*	北美地区
170.76.0.0	170.77.*.*	美国
170.78.0.0	170.84.*.*	北美地区
170.85.0.0	170.94.*.*	美国
170.95.0.0	170.95.*.*	新加坡
170.96.0.0	170.104.*.*	美国
170.105.0.0	170.105.*.*	日本
170.106.0.0	170.149.*.*	美国
170.150.0.0	170.150.*.*	北美地区
170.151.0.0	170.154.*.*	美国
170.155.0.0	170.155.*.*	阿根廷
170.156.0.0	170.156.*.*	美国
170.157.0.0	170.157.*.*	澳大利亚
170.158.0.0	170.168.*.*	美国
170.169.0.0	170.169.*.*	墨西哥
170.170.0.0	170.174.*.*	美国
170.175.0.0	170.175.*.*	加拿大
170.176.0.0	170.178.*.*	美国
170.179.0.0	170.179.*.*	新加坡
170.180.0.0	170.205.63.*	美国
170.205.64.0	170.205.191.*	比利时
170.205.192.0	170.209.*.*	美国
170.210.0.0	170.210.*.*	阿根廷
170.211.0.0	170.230.*.*	美国
170.231.0.0	170.231.*.*	北美地区
170.232.0.0	170.232.*.*	美国
170.233.0.0	170.233.*.*	北美地区
170.234.0.0	170.235.*.*	美国
170.236.0.0	170.237.*.*	瑞士
170.238.0.0	170.239.*.*	北美地区
170.240.0.0	170.243.*.*	美国
170.244.0.0	170.247.*.*	北美地区
170.248.0.0	170.253.*.*	美国
170.254.0.0	170.254.*.*	北美地区
170.*.0.0	170.*.*.*	欧洲
171.0.0.0	171.15.*.*	亚太地区
171.16.0.0	171.16.*.*	欧洲
171.17.0.0	171.17.*.*	德国
171.18.0.0	171.18.*.*	法国
171.19.0.0	171.19.*.*	匈牙利
171.20.0.0	171.20.*.*	丹麦
171.21.0.0	171.21.*.*	荷兰
171.22.0.0	171.22.*.*	英国
171.23.0.0	171.23.*.*	挪威
171.24.0.0	171.24.*.*	德国
171.25.0.0	171.25.127.*	瑞士
171.25.128.0	171.25.163.*	瑞典
171.25.164.0	171.25.*.*	亚太地区
171.26.0.0	171.26.*.*	比利时
171.27.0.0	171.27.*.*	瑞士
171.28.0.0	171.30.*.*	英国
171.31.0.0	171.31.*.*	匈牙利
171.32.0.0	171.32.*.*	瑞典
171.33.0.0	171.33.63.*	瑞士
171.33.64.0	171.63.*.*	亚太地区
171.64.0.0	171.75.*.*	美国
171.76.0.0	171.127.*.*	亚太地区
171.128.0.0	171.206.*.*	美国
171.207.0.0	171.*.*.*	亚太地区
172.0.0.0	172.15.*.*	北美地区
172.16.0.0	172.31.*.*	局域网
172.32.0.0	172.127.*.*	北美地区
172.128.0.0	172.140.66.*	美国
172.140.67.0	172.140.67.*	英国
172.140.68.0	172.142.*.*	美国
172.143.0.0	172.143.*.*	英国
172.144.0.0	172.157.79.*	美国
172.157.80.0	172.157.90.*	英国
172.157.91.0	172.216.*.*	美国
172.217.0.0	172.*.*.*	北美地区
173.0.0.0	173.0.191.*	美国
173.0.192.0	173.0.223.*	加拿大
173.0.224.0	173.31.*.*	美国
173.32.0.0	173.35.*.*	加拿大
173.36.0.0	173.45.*.*	美国
173.46.0.0	173.46.31.*	加拿大
173.46.32.0	173.175.*.*	美国
173.176.0.0	173.183.*.*	加拿大
173.184.0.0	173.195.47.*	美国
173.195.48.0	173.195.63.*	加拿大
173.195.64.0	173.205.*.*	美国
173.206.0.0	173.206.*.*	加拿大
173.207.0.0	173.209.31.*	美国
173.209.32.0	173.209.63.*	加拿大
173.209.64.0	173.209.111.*	美国
173.209.112.0	173.209.159.*	加拿大
173.209.160.0	173.210.127.*	美国
173.210.128.0	173.210.*.*	加拿大
173.211.0.0	173.211.127.*	美国
173.211.128.0	173.211.191.*	波多黎各
173.211.192.0	173.211.*.*	北美地区
173.212.0.0	173.212.47.*	美国
173.212.48.0	173.212.63.*	北美地区
173.212.64.0	173.212.191.*	加拿大
173.212.192.0	173.214.127.*	美国
173.214.128.0	173.214.*.*	北美地区
173.215.0.0	173.215.127.*	美国
173.215.128.0	173.215.*.*	波多黎各
173.216.0.0	173.224.127.*	美国
173.224.128.0	173.224.143.*	北美地区
173.224.144.0	173.224.223.*	美国
173.224.224.0	173.224.*.*	加拿大
173.225.0.0	173.225.111.*	美国
173.225.112.0	173.225.127.*	北美地区
173.225.128.0	173.225.143.*	美国
173.225.144.0	173.225.159.*	北美地区
173.225.160.0	173.225.207.*	美国
173.225.208.0	173.225.223.*	开曼群岛
173.225.224.0	173.225.239.*	美国
173.225.240.0	173.225.*.*	牙买加
173.226.0.0	173.228.159.*	美国
173.228.160.0	173.228.*.*	北美地区
173.229.0.0	173.229.31.*	美国
173.229.32.0	173.229.127.*	北美地区
173.229.128.0	173.230.159.*	美国
173.230.160.0	173.230.191.*	加拿大
173.230.192.0	173.230.239.*	美国
173.230.240.0	173.230.*.*	北美地区
173.231.0.0	173.231.95.*	美国
173.231.96.0	173.231.127.*	加拿大
173.231.128.0	173.231.191.*	美国
173.231.192.0	173.231.*.*	北美地区
173.232.0.0	173.237.79.*	美国
173.237.80.0	173.237.127.*	北美地区
173.237.128.0	173.237.191.*	美国
173.237.192.0	173.237.*.*	北美地区
173.238.0.0	173.238.*.*	加拿大
173.239.0.0	173.239.79.*	美国
173.239.80.0	173.239.127.*	北美地区
173.239.128.0	173.239.191.*	加拿大
173.239.192.0	173.240.175.*	美国
173.240.176.0	173.240.191.*	加拿大
173.240.192.0	173.241.31.*	美国
173.241.32.0	173.241.47.*	加拿大
173.241.48.0	173.241.95.*	美国
173.241.96.0	173.241.111.*	加拿大
173.241.112.0	173.242.207.*	美国
173.242.208.0	173.242.223.*	加拿大
173.242.224.0	173.243.31.*	美国
173.243.32.0	173.243.47.*	加拿大
173.243.48.0	173.243.79.*	美国
173.243.80.0	173.243.95.*	波多黎各
173.243.96.0	173.243.127.*	美国
173.243.128.0	173.243.143.*	北美地区
173.243.144.0	173.243.191.*	美国
173.243.192.0	173.243.207.*	加拿大
173.243.208.0	173.244.79.*	美国
173.244.80.0	173.244.95.*	北美地区
173.244.96.0	173.244.111.*	美国
173.244.112.0	173.244.127.*	北美地区
173.244.128.0	173.245.47.*	美国
173.245.48.0	173.245.63.*	北美地区
173.245.64.0	173.245.143.*	美国
173.245.144.0	173.245.159.*	北美地区
173.245.160.0	173.245.239.*	美国
173.245.240.0	173.245.*.*	北美地区
173.246.0.0	173.246.31.*	加拿大
173.246.32.0	173.246.63.*	美国
173.246.64.0	173.246.95.*	加拿大
173.246.96.0	173.246.111.*	美国
173.246.112.0	173.246.127.*	北美地区
173.246.128.0	173.247.31.*	美国
173.247.32.0	173.247.63.*	加拿大
173.247.64.0	173.247.207.*	美国
173.247.208.0	173.247.223.*	北美地区
173.247.224.0	173.248.191.*	美国
173.248.192.0	173.248.*.*	加拿大
173.249.0.0	173.249.79.*	美国
173.249.80.0	173.249.127.*	北美地区
173.249.128.0	173.249.143.*	美国
173.249.144.0	173.249.191.*	北美地区
173.249.192.0	173.249.*.*	美国
173.250.0.0	173.250.127.*	加拿大
173.250.128.0	173.251.*.*	美国
173.252.0.0	173.252.63.*	加拿大
173.252.64.0	173.252.127.*	北美地区
173.252.128.0	173.*.15.*	美国
173.*.16.0	173.*.31.*	加拿大
173.*.32.0	173.*.63.*	美国
173.*.64.0	173.*.79.*	加拿大
173.*.80.0	173.*.127.*	美国
173.*.128.0	173.*.143.*	北美地区
173.*.144.0	173.*.159.*	加拿大
173.*.160.0	173.*.191.*	北美地区
173.*.192.0	173.*.*.*	美国
174.0.0.0	174.7.*.*	加拿大
174.8.0.0	174.35.127.*	美国
174.35.128.0	174.35.*.*	加拿大
174.36.0.0	174.87.*.*	美国
174.88.0.0	174.95.*.*	加拿大
174.96.0.0	174.111.*.*	美国
174.112.0.0	174.119.*.*	加拿大
174.120.0.0	174.128.223.*	美国
174.128.224.0	174.128.*.*	北美地区
174.129.0.0	174.136.111.*	美国
174.136.112.0	174.136.127.*	北美地区
174.136.128.0	174.137.47.*	美国
174.137.48.0	174.137.63.*	加拿大
174.137.64.0	174.137.191.*	美国
174.137.192.0	174.137.*.*	加拿大
174.138.0.0	174.138.127.*	美国
174.138.128.0	174.138.143.*	加拿大
174.138.144.0	174.138.191.*	美国
174.138.192.0	174.138.223.*	加拿大
174.138.224.0	174.140.175.*	美国
174.140.176.0	174.140.191.*	加拿大
174.140.192.0	174.141.*.*	美国
174.142.0.0	174.142.*.*	加拿大
174.143.0.0	174.*.*.*	美国
175.0.0.0	175.15.*.*	湖南省
175.16.0.0	175.16.66.*	吉林省
175.16.67.0	175.16.67.*	吉林省吉林市
175.16.68.0	175.16.*.*	吉林省
175.17.0.0	175.17.147.*	吉林省长春市
175.17.148.0	175.17.148.*	吉林省吉林市
175.17.149.0	175.17.*.*	吉林省长春市
175.18.0.0	175.19.6.*	吉林省
175.19.7.0	175.19.7.*	吉林省通化市
175.19.8.0	175.23.*.*	吉林省
175.24.0.0	175.27.*.*	河北省
175.28.0.0	175.28.3.*	柬埔寨
175.28.4.0	175.28.7.*	日本
175.28.8.0	175.28.11.*	新加坡
175.28.12.0	175.28.15.*	马来西亚
175.28.16.0	175.28.31.*	日本
175.28.32.0	175.28.47.*	韩国
175.28.48.0	175.28.63.*	日本
175.28.64.0	175.28.127.*	新加坡
175.28.128.0	175.28.*.*	日本
175.29.0.0	175.29.*.*	孟加拉
175.30.0.0	175.31.*.*	吉林省
175.32.0.0	175.39.*.*	澳大利亚
175.40.0.0	175.40.*.*	印度
175.41.0.0	175.41.15.*	韩国
175.41.16.0	175.41.31.*	香港
175.41.32.0	175.41.39.*	日本
175.41.40.0	175.41.47.*	澳大利亚
175.41.48.0	175.41.63.*	台湾省
175.41.64.0	175.41.127.*	日本
175.41.128.0	175.41.*.*	新加坡
175.42.0.0	175.42.22.*	福建省莆田市
175.42.23.0	175.42.23.*	福建省福州市
175.42.24.0	175.42.*.*	福建省莆田市
175.43.0.0	175.43.192.*	福建省泉州市
175.43.193.0	175.43.200.*	福建省漳州市
175.43.201.0	175.43.*.*	福建省泉州市
175.44.0.0	175.44.*.*	福建省
175.45.0.0	175.45.63.*	香港
175.45.64.0	175.45.135.*	澳大利亚
175.45.136.0	175.45.143.*	日本
175.45.144.0	175.45.159.*	澳大利亚
175.45.160.0	175.45.167.*	韩国
175.45.168.0	175.45.175.*	日本
175.45.176.0	175.45.179.*	朝鲜
175.45.180.0	175.45.183.*	印度
175.45.184.0	175.45.191.*	印度尼西亚
175.45.192.0	175.45.*.*	韩国
175.46.0.0	175.95.*.*	中国
175.96.0.0	175.99.*.*	台湾省
175.100.0.0	175.100.127.*	柬埔寨
175.100.128.0	175.100.163.*	印度
175.100.164.0	175.100.167.*	香港
175.100.168.0	175.100.191.*	印度
175.100.192.0	175.100.207.*	香港
175.100.208.0	175.100.*.*	日本
175.101.0.0	175.101.*.*	印度
175.102.0.0	175.102.*.*	中国
175.103.0.0	175.103.15.*	日本
175.103.16.0	175.103.31.*	澳大利亚
175.103.32.0	175.103.63.*	印度尼西亚
175.103.64.0	175.103.127.*	亚太地区
175.103.128.0	175.105.*.*	日本
175.106.0.0	175.106.3.*	越南
175.106.4.0	175.106.7.*	澳大利亚
175.106.8.0	175.106.23.*	印度尼西亚
175.106.24.0	175.106.27.*	澳大利亚
175.106.28.0	175.106.31.*	亚太地区
175.106.32.0	175.106.63.*	阿富汗
175.106.64.0	175.106.127.*	韩国
175.106.128.0	175.106.*.*	河南省濮阳市
175.107.0.0	175.107.63.*	巴基斯坦
175.107.64.0	175.107.127.*	韩国
175.107.128.0	175.107.191.*	澳大利亚
175.107.192.0	175.107.*.*	亚太地区
175.108.0.0	175.109.*.*	日本
175.110.0.0	175.111.15.*	巴基斯坦
175.111.16.0	175.111.31.*	韩国
175.111.32.0	175.111.63.*	台湾省
175.111.64.0	175.111.87.*	日本
175.111.88.0	175.111.91.*	印度尼西亚
175.111.92.0	175.111.95.*	日本
175.111.96.0	175.111.99.*	香港
175.111.100.0	175.111.103.*	新西兰
175.111.104.0	175.111.107.*	新加坡
175.111.108.0	175.111.111.*	孟加拉
175.111.112.0	175.111.119.*	印度尼西亚
175.111.120.0	175.111.127.*	日本
175.111.128.0	175.111.191.*	巴基斯坦
175.111.192.0	175.111.*.*	台湾省
175.112.0.0	175.127.*.*	韩国
175.128.0.0	175.135.*.*	日本
175.136.0.0	175.145.*.*	马来西亚
175.146.0.0	175.146.193.*	辽宁省
175.146.194.0	175.146.194.*	辽宁省营口市
175.146.195.0	175.147.*.*	辽宁省
175.148.0.0	175.148.18.*	辽宁省盘锦市
175.148.19.0	175.148.19.*	辽宁省阜新市
175.148.20.0	175.148.23.*	辽宁省盘锦市
175.148.24.0	175.148.24.*	辽宁省阜新市
175.148.25.0	175.148.85.*	辽宁省盘锦市
175.148.86.0	175.148.110.*	辽宁省葫芦岛市
175.148.111.0	175.148.*.*	辽宁省盘锦市
175.149.0.0	175.151.*.*	辽宁省
175.152.0.0	175.152.*.*	四川省成都市
175.153.0.0	175.155.*.*	辽宁省
175.156.0.0	175.156.*.*	新加坡
175.157.0.0	175.157.*.*	斯里兰卡
175.158.0.0	175.158.31.*	韩国
175.158.32.0	175.158.63.*	印度尼西亚
175.158.64.0	175.158.95.*	印度
175.158.96.0	175.158.99.*	孟加拉
175.158.100.0	175.158.103.*	日本
175.158.104.0	175.158.107.*	澳大利亚
175.158.108.0	175.158.111.*	亚太地区
175.158.112.0	175.158.127.*	日本
175.158.128.0	175.158.191.*	新喀里多尼亚
