
0.0.0	31.*.*	韩国
45.30.195	45.30.201	辽宁省盘锦市
45.30.202	45.30.202	辽宁省盘锦市大洼县
45.30.203	45.30.205	辽宁省盘锦市
45.30.206	45.30.206	辽宁省盘锦市大洼县
45.30.207	45.30.209	辽宁省盘锦市
45.30.210	45.30.210	辽宁省盘锦市大洼县
45.30.211	45.31.65	辽宁省盘锦市
45.31.66	45.31.66	辽宁省盘锦市大洼县
45.31.67	45.31.69	辽宁省盘锦市
45.31.70	45.31.70	辽宁省盘锦市兴隆台区
45.31.71	45.31.81	辽宁省盘锦市
45.31.82	45.31.82	辽宁省盘锦市大洼县
45.31.83	45.31.85	辽宁省盘锦市
45.31.86	45.31.86	辽宁省盘锦市大洼县
45.31.87	45.31.113	辽宁省盘锦市
45.31.114	45.31.114	辽宁省盘锦市兴隆台区
45.31.115	45.31.121	辽宁省盘锦市
45.31.122	45.31.122	辽宁省盘锦市兴隆台区
45.31.123	45.31.164	辽宁省盘锦市
45.31.165	45.31.166	辽宁省营口市站前区
45.31.167	45.31.173	辽宁省盘锦市
45.31.174	45.31.174	辽宁省盘锦市兴隆台区
45.31.175	45.31.193	辽宁省盘锦市
45.31.194	45.31.194	辽宁省盘锦市大洼县
45.31.195	45.31.201	辽宁省盘锦市
45.31.202	45.31.202	辽宁省盘锦市大洼县
45.31.203	45.31.205	辽宁省盘锦市
45.31.206	45.31.206	辽宁省盘锦市兴隆台区
45.31.207	45.31.*	辽宁省盘锦市
45.32.0	45.51.1	辽宁省丹东市
45.51.2	45.51.2	辽宁省丹东市振安区
45.51.3	45.51.9	辽宁省丹东市
45.51.10	45.51.10	辽宁省丹东市元宝区
45.51.11	45.51.21	辽宁省丹东市
45.51.22	45.51.22	辽宁省丹东市振兴区
45.51.23	45.51.29	辽宁省丹东市
45.51.30	45.51.30	辽宁省丹东市振兴区
45.51.31	45.51.41	辽宁省丹东市
45.51.42	45.51.42	辽宁省丹东市元宝区
45.51.43	45.51.45	辽宁省丹东市
45.51.46	45.51.46	辽宁省丹东市振兴区
45.51.47	45.51.49	辽宁省丹东市
45.51.50	45.51.50	辽宁省丹东市振兴区
45.51.51	45.51.105	辽宁省丹东市
45.51.106	45.51.106	辽宁省丹东市元宝区
45.51.107	45.51.109	辽宁省丹东市
45.51.110	45.51.110	辽宁省丹东市凤城市
45.51.111	45.51.133	辽宁省丹东市
45.51.134	45.51.134	辽宁省丹东市元宝区
45.51.135	45.51.161	辽宁省丹东市
45.51.162	45.51.162	辽宁省丹东市凤城市
45.51.163	45.51.165	辽宁省丹东市
45.51.166	45.51.166	辽宁省丹东市元宝区
45.51.167	45.51.233	辽宁省丹东市
45.51.234	45.51.234	辽宁省丹东市振兴区
45.51.235	45.51.237	辽宁省丹东市
45.51.238	45.51.238	辽宁省丹东市振兴区
45.51.239	45.52.109	辽宁省丹东市
45.52.110	45.52.110	辽宁省丹东市元宝区
45.52.111	45.60.17	辽宁省丹东市
45.60.18	45.60.18	辽宁省丹东市元宝区
45.60.19	45.60.65	辽宁省丹东市
45.60.66	45.60.66	辽宁省丹东市东港市
45.60.67	45.60.81	辽宁省丹东市
45.60.82	45.60.82	辽宁省丹东市振兴区
45.60.83	45.60.85	辽宁省丹东市
45.60.86	45.60.86	辽宁省丹东市振兴区
45.60.87	45.60.89	辽宁省丹东市
45.60.90	45.60.90	辽宁省丹东市宽甸满族自治县
45.60.91	45.60.153	辽宁省丹东市
45.60.154	45.60.154	辽宁省丹东市振兴区
45.60.155	45.60.157	辽宁省丹东市
45.60.158	45.60.158	辽宁省丹东市元宝区
45.60.159	45.60.165	辽宁省丹东市
45.60.166	45.60.166	辽宁省丹东市凤城市
45.60.167	45.60.173	辽宁省丹东市
45.60.174	45.60.174	辽宁省丹东市元宝区
45.60.175	45.60.177	辽宁省丹东市
45.60.178	45.60.178	辽宁省丹东市东港市
45.60.179	45.60.181	辽宁省丹东市
45.60.182	45.60.182	辽宁省丹东市振兴区
45.60.183	45.60.211	辽宁省丹东市
45.60.212	45.60.212	辽宁省丹东市元宝区
45.60.213	45.61.65	辽宁省丹东市
45.61.66	45.61.66	辽宁省丹东市元宝区
45.61.67	45.61.133	辽宁省丹东市
45.61.134	45.61.134	辽宁省丹东市振兴区
45.61.135	45.61.157	辽宁省丹东市
45.61.158	45.61.158	辽宁省丹东市元宝区
45.61.159	45.61.181	辽宁省丹东市
45.61.182	45.61.182	辽宁省丹东市振兴区
45.61.183	45.61.201	辽宁省丹东市
45.61.202	45.61.202	辽宁省丹东市东港市
45.61.203	45.61.205	辽宁省丹东市
45.61.206	45.61.206	辽宁省丹东市元宝区
45.61.207	45.61.217	辽宁省丹东市
45.61.218	45.61.218	辽宁省丹东市凤城市
45.61.219	45.61.245	辽宁省丹东市
45.61.246	45.61.246	辽宁省丹东市元宝区
45.61.247	45.62.5	辽宁省丹东市
45.62.6	45.62.6	辽宁省丹东市元宝区
45.62.7	45.62.13	辽宁省丹东市
45.62.14	45.62.14	辽宁省丹东市振兴区
45.62.15	45.62.34	辽宁省丹东市
45.62.35	45.62.35	辽宁省丹东市振兴区
45.62.36	45.62.41	辽宁省丹东市
45.62.42	45.62.42	辽宁省丹东市振兴区
45.62.43	45.62.45	辽宁省丹东市
45.62.46	45.62.46	辽宁省丹东市振兴区
45.62.47	45.62.65	辽宁省丹东市
45.62.66	45.62.66	辽宁省丹东市振兴区
45.62.67	45.62.81	辽宁省丹东市
45.62.82	45.62.82	辽宁省丹东市元宝区
45.62.83	45.62.89	辽宁省丹东市
45.62.90	45.62.90	辽宁省丹东市振兴区
45.62.91	45.62.113	辽宁省丹东市
45.62.114	45.62.114	辽宁省丹东市振兴区
45.62.115	45.62.125	辽宁省丹东市
45.62.126	45.62.127	辽宁省丹东市凤城市
45.62.128	45.62.137	辽宁省丹东市
45.62.138	45.62.138	辽宁省丹东市振兴区
45.62.139	45.62.141	辽宁省丹东市
45.62.142	45.62.142	辽宁省丹东市振安区
45.62.143	45.62.149	辽宁省丹东市
45.62.150	45.62.150	辽宁省丹东市振兴区
45.62.151	45.62.153	辽宁省丹东市
45.62.154	45.62.154	辽宁省丹东市振兴区
45.62.155	45.62.161	辽宁省丹东市
45.62.162	45.62.162	辽宁省丹东市振兴区
45.62.163	45.62.173	辽宁省丹东市
45.62.174	45.62.174	辽宁省丹东市振安区
45.62.175	45.62.185	辽宁省丹东市
45.62.186	45.62.186	辽宁省丹东市凤城市
45.62.187	45.62.189	辽宁省丹东市
45.62.190	45.62.190	辽宁省丹东市元宝区
45.62.191	45.63.77	辽宁省丹东市
45.63.78	45.63.78	辽宁省丹东市振兴区
45.63.79	45.63.91	辽宁省丹东市
45.63.92	45.63.92	辽宁省丹东市振兴区
45.63.93	45.63.101	辽宁省丹东市
45.63.102	45.63.102	辽宁省丹东市凤城市
45.63.103	45.63.121	辽宁省丹东市
45.63.122	45.63.122	辽宁省丹东市振安区
45.63.123	45.63.149	辽宁省丹东市
45.63.150	45.63.150	辽宁省丹东市元宝区
45.63.151	45.63.157	辽宁省丹东市
45.63.158	45.63.158	辽宁省丹东市元宝区
45.63.159	45.63.169	辽宁省丹东市
45.63.170	45.63.170	辽宁省丹东市元宝区
45.63.171	45.63.193	辽宁省丹东市
45.63.194	45.63.194	辽宁省丹东市振兴区
45.63.195	45.63.197	辽宁省丹东市
45.63.198	45.63.198	辽宁省丹东市振兴区
45.63.199	45.63.221	辽宁省丹东市
45.63.222	45.63.222	辽宁省丹东市元宝区
45.63.223	45.63.225	辽宁省丹东市
45.63.226	45.63.226	辽宁省丹东市元宝区
45.63.227	45.63.237	辽宁省丹东市
45.63.238	45.63.238	辽宁省丹东市凤城市
45.63.239	45.63.241	辽宁省丹东市
45.63.242	45.63.242	辽宁省丹东市元宝区
45.63.243	45.63.*	辽宁省丹东市
45.64.0	45.68.252	辽宁省本溪市
45.68.253	45.68.253	辽宁省本溪市本溪县
45.68.254	45.69.9	辽宁省本溪市
45.69.10	45.69.10	辽宁省本溪市本溪县
45.69.11	45.72.90	辽宁省本溪市
45.72.91	45.72.91	辽宁省本溪市平山区
45.72.92	45.73.85	辽宁省本溪市
45.73.86	45.73.86	辽宁省本溪市明山区
45.73.87	45.76.5	辽宁省本溪市
45.76.6	45.76.6	辽宁省本溪市明山区
45.76.7	45.76.9	辽宁省本溪市
45.76.10	45.76.10	辽宁省本溪市明山区
45.76.11	45.76.41	辽宁省本溪市
45.76.42	45.76.42	辽宁省本溪市明山区
45.76.43	45.76.53	辽宁省本溪市
45.76.54	45.76.54	辽宁省本溪市明山区
45.76.55	45.76.73	辽宁省本溪市
45.76.74	45.76.74	辽宁省本溪市明山区
45.76.75	45.76.77	辽宁省本溪市
45.76.78	45.76.78	辽宁省本溪市明山区
45.76.79	45.76.81	辽宁省本溪市
45.76.82	45.76.82	辽宁省本溪市明山区
45.76.83	45.76.89	辽宁省本溪市
45.76.90	45.76.90	辽宁省本溪市明山区
45.76.91	45.76.101	辽宁省本溪市
45.76.102	45.76.102	辽宁省本溪市明山区
45.76.103	45.76.121	辽宁省本溪市
45.76.122	45.76.122	辽宁省本溪市明山区
45.76.123	45.76.137	辽宁省本溪市
45.76.138	45.76.138	辽宁省本溪市溪湖区
45.76.139	45.76.145	辽宁省本溪市
45.76.146	45.76.146	辽宁省本溪市溪湖区
45.76.147	45.76.165	辽宁省本溪市
45.76.166	45.76.166	辽宁省本溪市溪湖区
45.76.167	45.76.169	辽宁省本溪市
45.76.170	45.76.170	辽宁省本溪市溪湖区
45.76.171	45.76.173	辽宁省本溪市
45.76.174	45.76.174	辽宁省本溪市溪湖区
45.76.175	45.76.205	辽宁省本溪市
45.76.206	45.76.206	辽宁省本溪市平山区
45.76.207	45.76.217	辽宁省本溪市
45.76.218	45.76.218	辽宁省本溪市平山区
45.76.219	45.76.225	辽宁省本溪市
45.76.226	45.76.226	辽宁省本溪市本溪县
45.76.227	45.76.249	辽宁省本溪市
45.76.250	45.76.250	辽宁省本溪市平山区
45.76.251	45.77.9	辽宁省本溪市
45.77.10	45.77.10	辽宁省本溪市明山区
45.77.11	45.77.13	辽宁省本溪市
45.77.14	45.77.14	辽宁省本溪市明山区
45.77.15	45.77.17	辽宁省本溪市
45.77.18	45.77.18	辽宁省本溪市明山区
45.77.19	45.77.21	辽宁省本溪市
45.77.22	45.77.22	辽宁省本溪市明山区
45.77.23	45.77.25	辽宁省本溪市
45.77.26	45.77.26	辽宁省本溪市明山区
45.77.27	45.77.61	辽宁省本溪市
45.77.62	45.77.62	辽宁省本溪市明山区
45.77.63	45.77.201	辽宁省本溪市
45.77.202	45.77.202	辽宁省本溪市明山区
45.77.203	45.77.229	辽宁省本溪市
45.77.230	45.77.230	辽宁省本溪市明山区
45.77.231	45.77.237	辽宁省本溪市
45.77.238	45.77.238	辽宁省本溪市平山区
45.77.239	45.78.13	辽宁省本溪市
45.78.14	45.78.14	辽宁省本溪市明山区
45.78.15	45.78.17	辽宁省本溪市
45.78.18	45.78.18	辽宁省本溪市平山区
45.78.19	45.78.37	辽宁省本溪市
45.78.38	45.78.38	辽宁省本溪市平山区
45.78.39	45.78.41	辽宁省本溪市
45.78.42	45.78.42	辽宁省本溪市溪湖区
45.78.43	45.78.45	辽宁省本溪市
45.78.46	45.78.46	辽宁省本溪市明山区
45.78.47	45.78.49	辽宁省本溪市
45.78.50	45.78.50	辽宁省本溪市明山区
45.78.51	45.78.57	辽宁省本溪市
45.78.58	45.78.58	辽宁省本溪市明山区
45.78.59	45.78.61	辽宁省本溪市
45.78.62	45.78.62	辽宁省本溪市平山区
45.78.63	45.78.69	辽宁省本溪市
45.78.70	45.78.70	辽宁省本溪市溪湖区
45.78.71	45.78.81	辽宁省本溪市
45.78.82	45.78.82	辽宁省本溪市平山区
45.78.83	45.78.101	辽宁省本溪市
45.78.102	45.78.102	辽宁省本溪市平山区
45.78.103	45.78.129	辽宁省本溪市
45.78.130	45.78.130	辽宁省本溪市明山区
45.78.131	45.80.9	辽宁省本溪市
45.80.10	45.80.10	辽宁省本溪市明山区
45.80.11	45.80.13	辽宁省本溪市
45.80.14	45.80.14	辽宁省本溪市平山区
45.80.15	45.80.17	辽宁省本溪市
45.80.18	45.80.18	辽宁省本溪市平山区
45.80.19	45.80.29	辽宁省本溪市
45.80.30	45.80.30	辽宁省本溪市平山区
45.80.31	45.80.33	辽宁省本溪市
45.80.34	45.80.34	辽宁省本溪市平山区
45.80.35	45.80.37	辽宁省本溪市
45.80.38	45.80.38	辽宁省本溪市平山区
45.80.39	45.80.41	辽宁省本溪市
45.80.42	45.80.42	辽宁省本溪市平山区
45.80.43	45.80.49	辽宁省本溪市
45.80.50	45.80.50	辽宁省本溪市平山区
45.80.51	45.80.97	辽宁省本溪市
45.80.98	45.80.98	辽宁省本溪市平山区
45.80.99	45.80.101	辽宁省本溪市
45.80.102	45.80.102	辽宁省本溪市平山区
45.80.103	45.80.105	辽宁省本溪市
45.80.106	45.80.106	辽宁省本溪市平山区
45.80.107	45.80.125	辽宁省本溪市
45.80.126	45.80.126	辽宁省本溪市平山区
45.80.127	45.81.5	辽宁省本溪市
45.81.6	45.81.6	辽宁省本溪市溪湖区
45.81.7	45.81.9	辽宁省本溪市
45.81.10	45.81.10	辽宁省本溪市溪湖区
45.81.11	45.81.37	辽宁省本溪市
45.81.38	45.81.38	辽宁省本溪市溪湖区
45.81.39	45.81.85	辽宁省本溪市
45.81.86	45.81.86	辽宁省本溪市平山区
45.81.87	45.81.93	辽宁省本溪市
45.81.94	45.81.94	辽宁省本溪市平山区
45.81.95	45.81.133	辽宁省本溪市
45.81.134	45.81.134	辽宁省本溪市本溪县
45.81.135	45.81.141	辽宁省本溪市
45.81.142	45.81.142	辽宁省本溪市本溪县
45.81.143	45.82.85	辽宁省本溪市
45.82.86	45.82.86	辽宁省本溪市本溪县
45.82.87	45.83.13	辽宁省本溪市
45.83.14	45.83.14	辽宁省本溪市平山区
45.83.15	45.83.65	辽宁省本溪市
45.83.66	45.83.66	辽宁省本溪市明山区
45.83.67	45.83.69	辽宁省本溪市
45.83.70	45.83.70	辽宁省本溪市明山区
45.83.71	45.83.73	辽宁省本溪市
45.83.74	45.83.74	辽宁省本溪市明山区
45.83.75	45.83.77	辽宁省本溪市
45.83.78	45.83.78	辽宁省本溪市明山区
45.83.79	45.83.81	辽宁省本溪市
45.83.82	45.83.82	辽宁省本溪市明山区
45.83.83	45.83.193	辽宁省本溪市
45.83.194	45.83.194	辽宁省本溪市明山区
45.83.195	45.84.1	辽宁省本溪市
45.84.2	45.84.2	辽宁省本溪市明山区
45.84.3	45.84.5	辽宁省本溪市
45.84.6	45.84.6	辽宁省本溪市明山区
45.84.7	45.84.9	辽宁省本溪市
45.84.10	45.84.10	辽宁省本溪市明山区
45.84.11	45.84.13	辽宁省本溪市
45.84.14	45.84.14	辽宁省本溪市明山区
45.84.15	45.84.17	辽宁省本溪市
45.84.18	45.84.18	辽宁省本溪市明山区
45.84.19	45.84.21	辽宁省本溪市
45.84.22	45.84.22	辽宁省本溪市明山区
45.84.23	45.84.25	辽宁省本溪市
45.84.26	45.84.26	辽宁省本溪市明山区
45.84.27	45.84.29	辽宁省本溪市
45.84.30	45.84.30	辽宁省本溪市明山区
45.84.31	45.84.33	辽宁省本溪市
45.84.34	45.84.35	辽宁省本溪市明山区
45.84.36	45.84.37	辽宁省本溪市
45.84.38	45.84.38	辽宁省本溪市明山区
45.84.39	45.84.53	辽宁省本溪市
45.84.54	45.84.54	辽宁省本溪市明山区
45.84.55	45.84.65	辽宁省本溪市
45.84.66	45.84.66	辽宁省本溪市明山区
45.84.67	45.84.69	辽宁省本溪市
45.84.70	45.84.70	辽宁省本溪市明山区
45.84.71	45.84.73	辽宁省本溪市
45.84.74	45.84.74	辽宁省本溪市明山区
45.84.75	45.84.81	辽宁省本溪市
45.84.82	45.84.82	辽宁省本溪市平山区
45.84.83	45.84.109	辽宁省本溪市
45.84.110	45.84.110	辽宁省本溪市明山区
45.84.111	45.84.129	辽宁省本溪市
45.84.130	45.84.130	辽宁省本溪市明山区
45.84.131	45.84.137	辽宁省本溪市
45.84.138	45.84.138	辽宁省本溪市明山区
45.84.139	45.84.141	辽宁省本溪市
45.84.142	45.84.142	辽宁省本溪市明山区
45.84.143	45.84.153	辽宁省本溪市
45.84.154	45.84.154	辽宁省本溪市明山区
45.84.155	45.84.157	辽宁省本溪市
45.84.158	45.84.158	辽宁省本溪市平山区
45.84.159	45.84.185	辽宁省本溪市
45.84.186	45.84.186	辽宁省本溪市明山区
45.84.187	45.84.193	辽宁省本溪市
45.84.194	45.84.194	辽宁省本溪市明山区
45.84.195	45.84.201	辽宁省本溪市
45.84.202	45.84.202	辽宁省本溪市明山区
45.84.203	45.85.1	辽宁省本溪市
45.85.2	45.85.2	辽宁省本溪市平山区
45.85.3	45.85.21	辽宁省本溪市
45.85.22	45.85.22	辽宁省本溪市平山区
45.85.23	45.85.25	辽宁省本溪市
45.85.26	45.85.26	辽宁省本溪市平山区
45.85.27	45.85.29	辽宁省本溪市
45.85.30	45.85.30	辽宁省本溪市平山区
45.85.31	45.85.33	辽宁省本溪市
45.85.34	45.85.34	辽宁省本溪市平山区
45.85.35	45.85.37	辽宁省本溪市
45.85.38	45.85.38	辽宁省本溪市平山区
45.85.39	45.85.41	辽宁省本溪市
45.85.42	45.85.42	辽宁省本溪市平山区
45.85.43	45.85.45	辽宁省本溪市
45.85.46	45.85.46	辽宁省本溪市平山区
45.85.47	45.85.65	辽宁省本溪市
45.85.66	45.85.66	辽宁省本溪市平山区
45.85.67	45.85.69	辽宁省本溪市
45.85.70	45.85.70	辽宁省本溪市平山区
45.85.71	45.85.85	辽宁省本溪市
45.85.86	45.85.86	辽宁省本溪市平山区
45.85.87	45.86.1	辽宁省本溪市
45.86.2	45.86.2	辽宁省本溪市溪湖区
45.86.3	45.86.9	辽宁省本溪市
45.86.10	45.86.10	辽宁省本溪市溪湖区
45.86.11	45.86.13	辽宁省本溪市
45.86.14	45.86.14	辽宁省本溪市溪湖区
45.86.15	45.86.17	辽宁省本溪市
45.86.18	45.86.18	辽宁省本溪市溪湖区
45.86.19	45.86.68	辽宁省本溪市
45.86.69	45.86.69	辽宁省本溪市平山区
45.86.70	45.86.129	辽宁省本溪市
45.86.130	45.86.130	辽宁省本溪市平山区
45.86.131	45.86.137	辽宁省本溪市
45.86.138	45.86.138	辽宁省本溪市平山区
45.86.139	45.86.141	辽宁省本溪市
45.86.142	45.86.142	辽宁省本溪市平山区
45.86.143	45.86.153	辽宁省本溪市
45.86.154	45.86.154	辽宁省本溪市平山区
45.86.155	45.86.157	辽宁省本溪市
45.86.158	45.86.158	辽宁省本溪市平山区
45.86.159	45.86.161	辽宁省本溪市
45.86.162	45.86.162	辽宁省本溪市平山区
45.86.163	45.86.*	辽宁省本溪市
45.87.0	45.87.5	辽宁省
45.87.6	45.87.6	辽宁省本溪市平山区
45.87.7	45.93.*	辽宁省
45.94.0	45.94.*	辽宁省鞍山市
45.95.0	45.95.*	辽宁省
45.96.0	45.97.222	辽宁省营口市
45.97.223	45.97.223	辽宁省营口市站前区
45.97.224	45.102.1	辽宁省营口市
45.102.2	45.102.2	辽宁省营口市站前区
45.102.3	45.102.29	辽宁省营口市
45.102.30	45.102.30	辽宁省营口市西市区
45.102.31	45.108.49	辽宁省营口市
45.108.50	45.108.50	辽宁省营口市站前区
45.108.51	45.108.69	辽宁省营口市
45.108.70	45.108.70	辽宁省营口市站前区
45.108.71	45.108.93	辽宁省营口市
45.108.94	45.108.94	辽宁省营口市西市区
45.108.95	45.110.21	辽宁省营口市
45.110.22	45.110.22	辽宁省营口市站前区
45.110.23	45.110.57	辽宁省营口市
45.110.58	45.110.58	辽宁省营口市站前区
45.110.59	45.110.73	辽宁省营口市
45.110.74	45.110.74	辽宁省营口市站前区
45.110.75	45.110.77	辽宁省营口市
45.110.78	45.110.78	辽宁省营口市站前区
45.110.79	45.110.101	辽宁省营口市
45.110.102	45.110.102	辽宁省营口市站前区
45.110.103	45.110.121	辽宁省营口市
45.110.122	45.110.122	辽宁省营口市站前区
45.110.123	45.110.161	辽宁省营口市
45.110.162	45.110.162	辽宁省营口市站前区
45.110.163	45.110.169	辽宁省营口市
45.110.170	45.110.170	辽宁省营口市站前区
45.110.171	45.110.201	辽宁省营口市
45.110.202	45.110.202	辽宁省营口市站前区
45.110.203	45.110.205	辽宁省营口市
45.110.206	45.110.206	辽宁省营口市站前区
45.110.207	45.110.209	辽宁省营口市
45.110.210	45.110.210	辽宁省营口市站前区
45.110.211	45.110.217	辽宁省营口市
45.110.218	45.110.218	辽宁省营口市站前区
45.110.219	45.110.221	辽宁省营口市
45.110.222	45.110.222	辽宁省营口市站前区
45.110.223	45.110.237	辽宁省营口市
45.110.238	45.110.238	辽宁省营口市站前区
45.110.239	45.111.9	辽宁省营口市
45.111.10	45.111.10	辽宁省营口市鲅鱼圈区
45.111.11	45.111.25	辽宁省营口市
45.111.26	45.111.26	辽宁省营口市鲅鱼圈区
45.111.27	45.111.29	辽宁省营口市
45.111.30	45.111.30	辽宁省营口市鲅鱼圈区
45.111.31	45.111.33	辽宁省营口市
45.111.34	45.111.34	辽宁省营口市鲅鱼圈区
45.111.35	45.111.37	辽宁省营口市
45.111.38	45.111.38	辽宁省营口市鲅鱼圈区
45.111.39	45.111.57	辽宁省营口市
45.111.58	45.111.58	辽宁省营口市鲅鱼圈区
45.111.59	45.111.65	辽宁省营口市
45.111.66	45.111.66	辽宁省营口市鲅鱼圈区
45.111.67	45.113.13	辽宁省营口市
45.113.14	45.113.14	辽宁省营口市站前区
45.113.15	45.113.45	辽宁省营口市
45.113.46	45.113.46	辽宁省营口市西市区
45.113.47	45.113.65	辽宁省营口市
45.113.66	45.113.66	辽宁省营口市站前区
45.113.67	45.113.81	辽宁省营口市
45.113.82	45.113.82	辽宁省营口市西市区
45.113.83	45.113.93	辽宁省营口市
45.113.94	45.113.94	辽宁省营口市西市区
45.113.95	45.113.125	辽宁省营口市
45.113.126	45.113.126	辽宁省营口市西市区
45.113.127	45.113.145	辽宁省营口市
45.113.146	45.113.146	辽宁省营口市站前区
45.113.147	45.113.173	辽宁省营口市
45.113.174	45.113.174	辽宁省营口市站前区
45.113.175	45.115.37	辽宁省营口市
45.115.38	45.115.38	辽宁省营口市站前区
45.115.39	45.115.101	辽宁省营口市
45.115.102	45.115.102	辽宁省营口市站前区
45.115.103	45.115.105	辽宁省营口市
45.115.106	45.115.106	辽宁省营口市站前区
45.115.107	45.115.109	辽宁省营口市
45.115.110	45.115.110	辽宁省营口市站前区
45.115.111	45.115.113	辽宁省营口市
45.115.114	45.115.114	辽宁省营口市站前区
45.115.115	45.115.117	辽宁省营口市
45.115.118	45.115.118	辽宁省营口市站前区
45.115.119	45.115.121	辽宁省营口市
45.115.122	45.115.122	辽宁省营口市西市区
45.115.123	45.115.133	辽宁省营口市
45.115.134	45.115.134	辽宁省营口市老边区
45.115.135	45.115.137	辽宁省营口市
45.115.138	45.115.138	辽宁省营口市老边区
45.115.139	45.115.149	辽宁省营口市
45.115.150	45.115.150	辽宁省营口市老边区
45.115.151	45.115.153	辽宁省营口市
45.115.154	45.115.154	辽宁省营口市老边区
45.115.155	45.115.157	辽宁省营口市
45.115.158	45.115.158	辽宁省营口市老边区
45.115.159	45.115.161	辽宁省营口市
45.115.162	45.115.162	辽宁省营口市站前区
45.115.163	45.115.169	辽宁省营口市
45.115.170	45.115.170	辽宁省营口市西市区
45.115.171	45.115.225	辽宁省营口市
45.115.226	45.115.226	辽宁省营口市站前区
45.115.227	45.115.233	辽宁省营口市
45.115.234	45.115.234	辽宁省营口市站前区
45.115.235	45.115.241	辽宁省营口市
45.115.242	45.115.242	辽宁省营口市站前区
45.115.243	45.116.53	辽宁省营口市
45.116.54	45.116.54	辽宁省营口市大石桥市
45.116.55	45.116.61	辽宁省营口市
45.116.62	45.116.62	辽宁省营口市大石桥市
45.116.63	45.118.5	辽宁省营口市
45.118.6	45.118.6	辽宁省营口市站前区
45.118.7	45.118.9	辽宁省营口市
45.118.10	45.118.10	辽宁省营口市站前区
45.118.11	45.118.17	辽宁省营口市
45.118.18	45.118.18	辽宁省营口市站前区
45.118.19	45.118.29	辽宁省营口市
45.118.30	45.118.30	辽宁省营口市站前区
45.118.31	45.118.37	辽宁省营口市
45.118.38	45.118.38	辽宁省营口市站前区
45.118.39	45.118.41	辽宁省营口市
45.118.42	45.118.42	辽宁省营口市站前区
45.118.43	45.118.45	辽宁省营口市
45.118.46	45.118.46	辽宁省营口市站前区
45.118.47	45.118.49	辽宁省营口市
45.118.50	45.118.50	辽宁省营口市站前区
45.118.51	45.118.61	辽宁省营口市
45.118.62	45.118.62	辽宁省营口市站前区
45.118.63	45.118.72	辽宁省营口市
45.118.73	45.118.73	辽宁省营口市站前区
45.118.74	45.119.5	辽宁省营口市
45.119.6	45.119.6	辽宁省营口市西市区
45.119.7	45.119.13	辽宁省营口市
45.119.14	45.119.14	辽宁省营口市西市区
45.119.15	45.119.17	辽宁省营口市
45.119.18	45.119.18	辽宁省营口市西市区
45.119.19	45.119.21	辽宁省营口市
45.119.22	45.119.22	辽宁省营口市西市区
45.119.23	45.119.41	辽宁省营口市
45.119.42	45.119.42	辽宁省营口市站前区
45.119.43	45.119.49	辽宁省营口市
45.119.50	45.119.50	辽宁省营口市站前区
45.119.51	45.119.53	辽宁省营口市
45.119.54	45.119.54	辽宁省营口市站前区
45.119.55	45.119.57	辽宁省营口市
45.119.58	45.119.58	辽宁省营口市站前区
45.119.59	45.119.65	辽宁省营口市
45.119.66	45.119.66	辽宁省营口市站前区
45.119.67	45.119.77	辽宁省营口市
45.119.78	45.119.78	辽宁省营口市站前区
45.119.79	45.119.85	辽宁省营口市
45.119.86	45.119.86	辽宁省营口市站前区
45.119.87	45.119.93	辽宁省营口市
45.119.94	45.119.94	辽宁省营口市西市区
45.119.95	45.119.117	辽宁省营口市
45.119.118	45.119.118	辽宁省营口市西市区
45.119.119	45.119.129	辽宁省营口市
45.119.130	45.119.130	辽宁省营口市站前区
45.119.131	45.121.13	辽宁省营口市
45.121.14	45.121.14	辽宁省营口市站前区
45.121.15	45.121.29	辽宁省营口市
45.121.30	45.121.30	辽宁省营口市站前区
45.121.31	45.121.69	辽宁省营口市
45.121.70	45.121.70	辽宁省营口市站前区
45.121.71	45.121.73	辽宁省营口市
45.121.74	45.121.74	辽宁省营口市站前区
45.121.75	45.121.77	辽宁省营口市
45.121.78	45.121.78	辽宁省营口市站前区
45.121.79	45.127.*	辽宁省营口市
45.128.0	45.145.1	辽宁省抚顺市
45.145.2	45.145.2	辽宁省抚顺市望花区
45.145.3	45.146.3	辽宁省抚顺市
45.146.4	45.146.4	辽宁省抚顺市望花区
45.146.5	45.146.5	辽宁省抚顺市
45.146.6	45.146.6	辽宁省抚顺市望花区
45.146.7	45.146.7	辽宁省抚顺市
45.146.8	45.146.8	辽宁省抚顺市望花区
45.146.9	45.146.14	辽宁省抚顺市
45.146.15	45.146.15	辽宁省抚顺市望花区
45.146.16	45.146.19	辽宁省抚顺市
45.146.20	45.146.20	辽宁省抚顺市望花区
45.146.21	45.146.27	辽宁省抚顺市
45.146.28	45.146.28	辽宁省抚顺市望花区
45.146.29	45.146.40	辽宁省抚顺市
45.146.41	45.146.41	辽宁省抚顺市望花区
45.146.42	45.146.44	辽宁省抚顺市
45.146.45	45.146.45	辽宁省抚顺市望花区
45.146.46	45.146.67	辽宁省抚顺市
45.146.68	45.146.68	辽宁省抚顺市望花区
45.146.69	45.146.70	辽宁省抚顺市
45.146.71	45.146.71	辽宁省抚顺市望花区
45.146.72	45.146.75	辽宁省抚顺市
45.146.76	45.146.76	辽宁省抚顺市望花区
